ordinal,sku,asin,gate,target_regular,target_min,target_max,amazon_consumer_offer,amazon_offer_state,amazon_regular_attribute,amazon_business_attribute,amazon_min_attribute,amazon_max_attribute,promo_state,promo_assignment,live_sale_value,live_sale_start,live_sale_end,v4_target_effective,channelmax_status,channelmax_model,channelmax_price,channelmax_min,channelmax_max,failure_codes,blocker_codes
82,PP-AS23-SPLQ,B0H84CDNQG,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.38,78.18,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
83,PR-AS79-8SDF,B0H82L74PL,FAIL,85.99,74.75,85.99,,NO_OFFER,93.13,,74.75,85.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,74.81,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,93.13,113.09,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
84,PT-AS5B-Z2XH,B0H84Z6QWY,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,64.14,77.88,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
85,PU-AS3D-SA5Z,B0H83H71F8,BLOCKED,297.99,258.57,297.99,297.99,OFFER,297.99,,258.57,297.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,259.25,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,297.99,284.4,345.34,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
86,PW-ASDZ-CSR8,B0H839TPC5,FAIL,130.99,114.27,130.99,,NO_OFFER,138.98,,114.27,130.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_12,,,,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,138.98,168.75,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
87,PY-ASBM-WX6W,B0H82B7GV5,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.14,77.88,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
88,QC-ASX2-RHPA,B0H83TQPJB,BLOCKED,297.99,258.57,297.99,297.99,OFFER,297.99,,258.57,297.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,259.25,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,297.99,281.91,342.31,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
89,QE-ASEQ-4YV5,B0H82CBLRM,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,64.14,77.88,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
90,QP-ASAD-PTLX,B0H85DG2JQ,FAIL,76.99,66.95,76.99,66.98,OFFER,70.88,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,70.88,86.08,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
91,QW-ASRZ-SYKC,B0H83MDDBL,FAIL,297.99,258.57,297.99,297.99,OFFER,297.99,,288.39,319.47,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,259.25,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,297.99,289.4,351.42,AMAZON_MIN_GUARD_MISMATCH|AMAZON_MAX_GUARD_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
92,QX-AS89-H8YC,B0H82RQ226,FAIL,76.99,66.95,76.99,,NO_OFFER,77.64,76.99,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,77.64,94.27,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
93,QX-ASS6-4T4F,B0H83B6TYP,FAIL,252.99,219.57,252.99,220.1,OFFER,223.14,,219.57,252.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,220.1,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,220.1,223.14,270.96,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
94,RB-ASVO-GYCY,B0H859N8VM,FAIL,76.99,66.95,76.99,66.98,OFFER,70.88,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,70.88,86.08,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
95,RH-ASWA-ER34,B0H85JR6WN,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.64,78.48,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
96,RL-AS64-Q8QX,B0H82LZLM2,FAIL,85.99,74.75,85.99,,NO_OFFER,93.13,,74.75,85.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,74.81,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,93.13,113.09,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
97,RM-ASCV-DVA5,B0H822CVVL,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.64,78.48,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
98,RN-ASLP-VH3X,B0H82JYZQH,BLOCKED,85.99,74.75,85.99,85.99,OFFER,85.99,,74.75,85.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,74.81,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,85.99,76.26,92.6,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
99,RQ-AS0L-9B45,B0H85MQLHG,FAIL,76.99,66.95,76.99,72.14,OFFER,72.14,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,72.14,71.14,86.38,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|AMAZON_EFFECTIVE_CONSUMER_MISMATCH_CURRENT_SEMANTICS,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
100,RQ-AS78-STLZ,B0H85GR968,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,71.64,86.99,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
101,RQ-ASM7-T9NN,B0H83HNB3B,FAIL,252.99,219.57,252.99,220.1,OFFER,221.27,,219.57,252.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,220.1,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,220.1,221.27,268.69,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
102,RR-ASG1-JVKV,B0H8361PYX,BLOCKED,130.99,114.27,130.99,114.27,OFFER,130.99,,114.27,130.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_12,114.27,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,114.27,113.66,138.02,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_VALUE_DIFFERS_FROM_V4_PROPOSAL|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
103,RS-AS47-M3K3,B0H87748WJ,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.38,78.18,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
104,RU-ASC3-4TUS,B0H83SJFR7,FAIL,76.99,66.95,76.99,,NO_OFFER,77.52,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,71.14,86.38,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
105,RY-ASMO-6N4F,B0H8493HNR,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,64.64,78.48,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
106,RY-ASO3-24Q2,B0H84XMG42,FAIL,76.99,66.95,76.99,,NO_OFFER,77.52,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,71.14,86.38,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
107,RZ-AS26-WLRM,B0H85PJ516,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,64.38,78.18,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
108,SA-ASCK-J2B2,B0H82XP1MM,FAIL,130.99,114.27,130.99,,NO_OFFER,138.98,,114.27,130.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_12,,,,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,138.98,168.75,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
109,SA-ASDW-SNEW,B0H82SMZ2M,BLOCKED,130.99,114.27,130.99,130.99,OFFER,130.99,,114.27,130.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_12,,,,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,130.99,115.54,140.29,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
110,SC-ASH8-4RQG,B0H856DWVS,FAIL,76.99,66.95,76.99,66.98,OFFER,79.39,,66.95,90,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,79.39,96.39,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|AMAZON_MAX_GUARD_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
111,SG-AS32-LZ9Y,B0H8564C6D,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,64.64,78.48,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
112,SG-ASLB-M2DG,B0H84PFKYC,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.38,78.18,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
113,SH-ASO0-PW37,B0H83ZH3TB,FAIL,76.99,66.95,76.99,,NO_OFFER,77.52,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,70.88,86.08,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
114,SS-AS9K-U9TV,B0H831889Q,BLOCKED,130.99,114.27,130.99,130.99,OFFER,130.99,,114.27,130.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_12,,,,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,130.99,114.59,139.15,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
115,SU-ASS4-RV6R,B0H853HGHC,FAIL,76.99,66.95,76.99,,NO_OFFER,86.08,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,70.88,86.08,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
116,SV-AS87-D6SV,B0H83ZGN22,FAIL,76.99,66.95,76.99,66.98,OFFER,70.88,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,70.88,86.08,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
117,SZ-ASPI-JFAT,B0H776M5B5,FAIL,76.99,66.95,76.99,,NO_OFFER,119.68,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_IDENTITY_MISMATCH,Default,0,119.68,145.33,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|CHANNELMAX_IDENTITY_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
118,TH-AS6D-CCES,B0H845HSDZ,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.64,78.48,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
119,TL-ASHN-ZRKG,B0H85P9F3R,FAIL,76.99,66.95,76.99,66.98,OFFER,71.14,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,71.14,86.38,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
120,TP-AS91-8PAZ,B0H835T5HN,FAIL,85.99,74.75,85.99,74.81,OFFER,77.51,,74.75,85.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,74.81,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,74.81,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,74.81,77.51,94.12,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
121,TQ-ASBR-96TC,B0H82BCZ44,FAIL,76.99,66.95,76.99,,NO_OFFER,81.14,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,81.14,98.53,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
122,TQ-ASC4-P2NP,B0H839G6RQ,BLOCKED,252.99,219.57,252.99,252.99,OFFER,252.99,,219.57,252.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,220.1,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,252.99,221.27,268.69,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
123,TY-AST2-JE9P,B0H84WQRXB,BLOCKED,76.99,66.95,76.99,,NO_OFFER,48.73,,66.95,76.99,EXCLUDED_BUT_LIVE_SALEPRICE,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,40.13,48.73,,CATALOG_IDENTITY_CONFLICT_8541|AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK
