ordinal,sku,asin,gate,target_regular,target_min,target_max,amazon_consumer_offer,amazon_offer_state,amazon_regular_attribute,amazon_business_attribute,amazon_min_attribute,amazon_max_attribute,promo_state,promo_assignment,live_sale_value,live_sale_start,live_sale_end,v4_target_effective,channelmax_status,channelmax_model,channelmax_price,channelmax_min,channelmax_max,failure_codes,blocker_codes
124,UA-ASAO-RE7Q,B0H784LMG6,FAIL,130.99,114.27,130.99,,NO_OFFER,144.24,,114.27,130.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_12,,,,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,144.24,182.06,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
125,UD-AS9J-QNY6,B0H834L7P6,FAIL,252.99,219.57,252.99,220.1,OFFER,223.14,,219.57,252.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,220.1,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,220.1,223.14,270.96,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
126,UE-ASA6-CLLY,B0H83ZHZ4S,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.38,78.18,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
127,UF-ASA1-GN5P,B0H854DM3X,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.89,78.79,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
128,UG-ASUO-L4D9,B0H83FP8WW,BLOCKED,252.99,219.57,252.99,252.99,OFFER,252.99,,219.57,252.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,220.1,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,252.99,221.27,268.69,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
129,UJ-ASQ1-9FNR,B0H82P651P,FAIL,76.99,66.95,76.99,,NO_OFFER,77.64,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,77.64,94.27,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
130,UY-AS5N-A2E4,B0H83R4M3R,FAIL,297.99,258.57,297.99,,NO_OFFER,349.41,,258.57,297.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,259.25,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,259.25,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,349.41,424.28,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
131,VA-ASOK-QJCA,B0H85RZDX5,FAIL,76.99,66.95,76.99,66.98,OFFER,56.63,,55,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,46.64,56.63,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|AMAZON_MIN_GUARD_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
132,VC-ASQE-L5Z5,B0H82QYM85,FAIL,130.99,114.27,130.99,114.27,OFFER,114.59,,114.27,130.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_12,114.27,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,114.27,114.59,139.15,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_VALUE_DIFFERS_FROM_V4_PROPOSAL|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
133,VC-ASV1-378P,B0H786L5MW,FAIL,252.99,219.57,252.99,,NO_OFFER,289.28,,219.57,252.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,220.1,LIVE_MANUAL_MODEL_BOUNDS_MISMATCH,Manual min/max,0,251.32,289.28,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|CHANNELMAX_MANUAL_MODEL_BOUNDS_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
134,VH-ASHZ-TJEE,B0H856VWD6,FAIL,76.99,66.95,76.99,,NO_OFFER,48.43,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,39.88,48.43,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
135,VK-ASSB-3YFK,B0H85FY28F,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.38,78.18,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
136,VN-AS1A-D572,B0H82PKK18,BLOCKED,130.99,114.27,130.99,129.59,OFFER,129.59,,116.57,156,EXCLUDED_NO_PROMO_TARGET,,,,,,LIVE_MANUAL_MODEL_BOUNDS_MISMATCH,Manual min/max,129.59,120,162,,CATALOG_IDENTITY_CONFLICT_8541
137,VN-AS6Q-5AE9,B0H8538L32,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,65.13,79.09,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
138,VT-ASTH-B6LM,B0H85CL8JD,FAIL,76.99,66.95,76.99,66.98,OFFER,71.64,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,71.64,86.99,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
139,WC-ASH5-EFN6,B0H833W54L,FAIL,85.99,74.75,85.99,,NO_OFFER,93.13,,74.75,85.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,74.81,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,93.13,113.09,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
140,WK-AS2R-FJUW,B0H82XBNVN,FAIL,252.99,219.57,252.99,220.1,OFFER,226.89,,219.57,252.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,220.1,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,220.1,226.89,275.52,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
141,WK-AS7E-M3CE,B0H843R64X,FAIL,76.99,66.95,76.99,,NO_OFFER,76.99,,74.05,85.7,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,77.64,94.27,AMAZON_MIN_GUARD_MISMATCH|AMAZON_MAX_GUARD_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
142,WK-ASPD-G9HL,B0H85CF81Y,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,64.89,78.79,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
143,WN-AS33-UFEA,B0H83RCTVV,BLOCKED,297.99,258.57,297.99,297.99,OFFER,297.99,,258.57,297.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,259.25,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,297.99,284.4,345.34,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
144,WR-ASR5-AVWE,B0H859VYXH,FAIL,76.99,66.95,76.99,,NO_OFFER,86.38,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,71.14,86.38,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
145,WR-ASTH-TPXV,B0H85DRT93,FAIL,76.99,66.95,76.99,78.17,OFFER,78.17,,66.95,96.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,78.17,77.64,94.27,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|AMAZON_MAX_GUARD_MISMATCH|AMAZON_EFFECTIVE_CONSUMER_MISMATCH_CURRENT_SEMANTICS,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
146,WZ-ASXK-ZFAS,B0H85DF1R7,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,72.88,88.51,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
147,XE-ASK1-BNRB,B0H81WMJBP,FAIL,130.99,114.27,130.99,114.27,OFFER,114.59,,114.27,130.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_12,114.27,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,114.27,114.59,139.15,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_VALUE_DIFFERS_FROM_V4_PROPOSAL|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
148,XJ-ASVD-CDMW,B0H82MSTD9,FAIL,130.99,114.27,130.99,,NO_OFFER,138.98,,114.27,130.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_12,114.27,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,138.98,168.75,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_VALUE_DIFFERS_FROM_V4_PROPOSAL|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
149,XV-ASEU-GDUX,B0H82YRTS3,FAIL,130.99,114.27,130.99,,NO_OFFER,138.98,,114.27,130.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_12,114.27,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,138.98,168.75,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_VALUE_DIFFERS_FROM_V4_PROPOSAL|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
150,XW-ASSI-SZZT,B0H858GF4N,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,65.13,79.09,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
151,YA-ASX6-PZE7,B0H82YB4PD,BLOCKED,85.99,74.75,85.99,85.99,OFFER,85.99,,74.75,85.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,74.81,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,85.99,76.26,92.6,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
152,YF-ASZJ-8BBH,B0H822MPKC,BLOCKED,85.99,74.75,85.99,85.99,OFFER,85.99,,74.75,85.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,74.81,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,85.99,76.88,93.36,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
153,YG-ASH6-BCXX,B0H8511Y5G,BLOCKED,76.99,66.95,76.99,66.98,OFFER,76.99,,66.95,76.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,66.98,64.89,78.79,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
154,YH-ASQ8-45ED,B0H82QPCJL,BLOCKED,130.99,114.27,130.99,130.99,OFFER,130.99,,114.27,130.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_12,,,,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,130.99,116.47,141.43,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
155,YM-AS7P-ZX44,B0H83S1LDG,FAIL,297.99,258.57,297.99,259.25,OFFER,281.91,,258.57,297.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,259.25,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,259.25,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,259.25,281.91,342.31,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
156,YV-AST8-LMKN,B0H859JMGJ,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,64.64,78.48,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
157,ZB-ASKL-9W8G,B0H82LKBYH,BLOCKED,130.99,114.27,130.99,114.27,OFFER,130.99,,114.27,130.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_12,114.27,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,115.27,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,114.27,113.66,138.02,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_VALUE_DIFFERS_FROM_V4_PROPOSAL|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
158,ZC-ASDC-3QMV,B0H83TSB5J,FAIL,297.99,258.57,297.99,259.25,OFFER,281.91,,258.57,297.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,259.25,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,259.25,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,259.25,281.91,342.31,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
159,ZE-AS5W-FKH3,B0H8531B8B,FAIL,76.99,66.95,76.99,,NO_OFFER,49.34,,56.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,40.62,49.34,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|AMAZON_MIN_GUARD_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
160,ZH-AS8W-G5MN,B0H82LMD9Z,FAIL,85.99,74.75,85.99,74.81,OFFER,76.26,,74.75,85.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,74.81,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,74.81,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,74.81,76.26,92.6,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
161,ZP-ASJD-X7ZD,B0H85N7X8W,FAIL,76.99,66.95,76.99,72.14,OFFER,72.14,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,72.14,70.88,86.08,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|AMAZON_EFFECTIVE_CONSUMER_MISMATCH_CURRENT_SEMANTICS,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
162,ZX-AS2C-GT8Q,B0H82L3LRT,FAIL,85.99,74.75,85.99,74.81,OFFER,76.26,,74.75,85.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,74.81,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,74.81,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,74.81,76.26,92.6,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
163,ZX-ASQU-TKU9,B0H84PVG1G,BLOCKED,76.99,66.95,76.99,76.99,OFFER,76.99,,66.95,76.99,V4_PROPOSED_NOT_APPROVED_LIVE_COUPON_UNKNOWN,COUPON_13,,,,66.98,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,76.99,64.14,77.88,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
164,ZY-ASZ4-QM5U,B0H83T9QZV,FAIL,297.99,258.57,297.99,,NO_OFFER,349.41,,258.57,297.99,LIVE_LEGACY_SALEPRICE_V4_PROPOSED_NOT_APPROVED,SALEPRICE_13,259.25,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,259.25,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,Default,0,349.41,424.28,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
