ordinal,sku,asin,owner_decision,owner_reason_code,owner_reason,human_arbitration_batch,strict_v8_decision,strict_v8_reason_codes,asset_sha256,asset_local_path,source_main_image_url
82,PP-AS23-SPLQ,B0H84CDNQG,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,de25dc4dafdef66aa4ebeabae68a278f5f3fbe982d889db6d7f9fc21121bbfb8,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/082-PP-AS23-SPLQ-B0H84CDNQG-de25dc4dafde.jpg,https://m.media-amazon.com/images/I/81A0VpkFSRL.jpg
83,PR-AS79-8SDF,B0H82L74PL,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,91e6bb7a7a190824e2ad4f7aa3995612caacf32ac06238a824733162560f543f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/083-PR-AS79-8SDF-B0H82L74PL-91e6bb7a7a19.jpg,https://m.media-amazon.com/images/I/810lmlFVV9L.jpg
84,PT-AS5B-Z2XH,B0H84Z6QWY,CHANGE,FICTIONAL_PACKAGING,"Anonymous boxes labeled 'Soft Bread' are fabricated packaging, not Uncrustables.",B,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,c68598f94e3880d0c0a5e3b2e3437d06a1d082ba2d2ef92fd9c70f0a4dc56300,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/084-PT-AS5B-Z2XH-B0H84Z6QWY-c68598f94e38.jpg,https://m.media-amazon.com/images/I/81hSiHcy+uL.jpg
85,PU-AS3D-SA5Z,B0H83H71F8,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH|GEL_PACK_COUNT_OR_LAYOUT_FAIL,3332a98d8963d6662a8e38946193c233f9bf232b15f3954fc08024091ee4b703,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/085-PU-AS3D-SA5Z-B0H83H71F8-3332a98d8963.jpg,https://m.media-amazon.com/images/I/817phI3h+lL.jpg
86,PW-ASDZ-CSR8,B0H839TPC5,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,45458bffece45980c5e290511a0d3993cf7d934699d74a63e0bd84d14635a1e1,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/086-PW-ASDZ-CSR8-B0H839TPC5-45458bffece4.jpg,https://m.media-amazon.com/images/I/81VQ7HwlXbL.jpg
87,PY-ASBM-WX6W,B0H82B7GV5,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,622776a2516db99ed95a918fa5bbe3b53f6351d57d529e763de7212eef8dbdd7,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/087-PY-ASBM-WX6W-B0H82B7GV5-622776a2516d.jpg,https://m.media-amazon.com/images/I/81rJ8hY94rL.jpg
88,QC-ASX2-RHPA,B0H83TQPJB,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,d306716faf104a288f354987f88355504e1b2cf85e82246b18dd439716242802,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/088-QC-ASX2-RHPA-B0H83TQPJB-d306716faf10.jpg,https://m.media-amazon.com/images/I/81q7CWTu60L.jpg
89,QE-ASEQ-4YV5,B0H82CBLRM,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,21b8446d87886aab32356a816061014cdfd3ecd72d264f0126b772cbfaa85d0d,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/089-QE-ASEQ-4YV5-B0H82CBLRM-21b8446d8788.jpg,https://m.media-amazon.com/images/I/81duEBhEhEL.jpg
90,QP-ASAD-PTLX,B0H85DG2JQ,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,c7197b56b2bfba023856875c4661041eca8f53136edb0b5be4be800e951debac,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/090-QP-ASAD-PTLX-B0H85DG2JQ-c7197b56b2bf.jpg,https://m.media-amazon.com/images/I/81kpS7mnUJL.jpg
91,QW-ASRZ-SYKC,B0H83MDDBL,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,eea2b2355a2a11fa55a35051742bea4e37d644072beb728117eb28b5e0208b97,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/091-QW-ASRZ-SYKC-B0H83MDDBL-eea2b2355a2a.jpg,https://m.media-amazon.com/images/I/81k+rrTstML.jpg
92,QX-AS89-H8YC,B0H82RQ226,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,efe39efc6ba505b24bfc2a142a59ada3be5cb54ee8caae5611cf4f607dab2425,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/092-QX-AS89-H8YC-B0H82RQ226-efe39efc6ba5.jpg,https://m.media-amazon.com/images/I/81LTM8WYDfL.jpg
93,QX-ASS6-4T4F,B0H83B6TYP,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,84507ce6a672937db639e49f632d24979b8e6d0142852cafad42e20952a88b7a,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/093-QX-ASS6-4T4F-B0H83B6TYP-84507ce6a672.jpg,https://m.media-amazon.com/images/I/814YTK++MfL.jpg
94,RB-ASVO-GYCY,B0H859N8VM,CHANGE,FICTIONAL_PACKAGING,Anonymous colored wrappers without Uncrustables branding are fabricated packaging.,B,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,7bb8529b296b574da1ea71c84d1b935875e3d707e0959a30dd1cac7435c06240,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/094-RB-ASVO-GYCY-B0H859N8VM-7bb8529b296b.jpg,https://m.media-amazon.com/images/I/81scF7FEXpL.jpg
95,RH-ASWA-ER34,B0H85JR6WN,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,a5aea0c3ada43ebd9ad4dadb8eac51bef22425cd8a7c8c3fc2cc99e70c3ffac5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/095-RH-ASWA-ER34-B0H85JR6WN-a5aea0c3ada4.jpg,https://m.media-amazon.com/images/I/81a-PFkhhSL.jpg
96,RL-AS64-Q8QX,B0H82LZLM2,CHANGE,FICTIONAL_PACK_SIZE,"Beamin' Berry is genuine, but the image shows non-existent 15-count boxes instead of the real 8-count package.",B,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,016d2b0daf4efad42eb3af55230da484414cabc9cab39a8d55561438b94d4b5a,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/096-RL-AS64-Q8QX-B0H82LZLM2-016d2b0daf4e.jpg,https://m.media-amazon.com/images/I/817gc6XlEmL.jpg
97,RM-ASCV-DVA5,B0H822CVVL,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,fc60c412c32ab812203943b58240e1b5348f80f6e87b7cb741f8a95a0cb2eb1f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/097-RM-ASCV-DVA5-B0H822CVVL-fc60c412c32a.jpg,https://m.media-amazon.com/images/I/81+qyFdswcL.jpg
98,RN-ASLP-VH3X,B0H82JYZQH,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,e0bce1b554185359178ab8125054819eaae727d25f62ab68c017ebc9f3643caf,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/098-RN-ASLP-VH3X-B0H82JYZQH-e0bce1b55418.jpg,https://m.media-amazon.com/images/I/81FvRXkqKkL.jpg
99,RQ-AS0L-9B45,B0H85MQLHG,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,WRONG_NUTRITION_OR_VARIANT_TEXT|VISIBLE_UNIT_COUNT_NOT_RECONCILED,0a5998261f436a8b6bf83bdf5bacba8385b6eb1453183b947189f7bbcf9b6fc0,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/099-RQ-AS0L-9B45-B0H85MQLHG-0a5998261f43.jpg,https://m.media-amazon.com/images/I/816zUiawEjL.jpg
100,RQ-AS78-STLZ,B0H85GR968,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER|VISIBLE_UNIT_COUNT_NOT_RECONCILED,963cd9952ff50dbffdf5e7fd9b7e1059df18dd8a3e5ff8b1b9829a9b1d95b097,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/100-RQ-AS78-STLZ-B0H85GR968-963cd9952ff5.jpg,https://m.media-amazon.com/images/I/81A3GUQs2kL.jpg
101,RQ-ASM7-T9NN,B0H83HNB3B,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,VISIBLE_UNIT_COUNT_NOT_RECONCILED,82d6d62dbe748e202c9f45f8a2de3c3a874258175a5ee2bf2a79b9778b2e087f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/101-RQ-ASM7-T9NN-B0H83HNB3B-82d6d62dbe74.jpg,https://m.media-amazon.com/images/I/814e2HwPNNL.jpg
102,RR-ASG1-JVKV,B0H8361PYX,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,dbcb745c5b488cf05c3a32d44487ee1aa8538c2411935daf3c16a468ba747e60,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/102-RR-ASG1-JVKV-B0H8361PYX-dbcb745c5b48.jpg,https://m.media-amazon.com/images/I/81zChJifR9L.jpg
103,RS-AS47-M3K3,B0H87748WJ,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,NO_APPROVED_COOLER_SCENE,403c79ba73d02fe0d458284cb3bb22a6a4591e223c5094e089ec65636ef726aa,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/103-RS-AS47-M3K3-B0H87748WJ-403c79ba73d0.jpg,https://m.media-amazon.com/images/I/81wz3GUbp7L.jpg
104,RU-ASC3-4TUS,B0H83SJFR7,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,c407a3374a4d56a41a1844c056b6c35e2a8561611d84f459256dd642668879db,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/104-RU-ASC3-4TUS-B0H83SJFR7-c407a3374a4d.jpg,https://m.media-amazon.com/images/I/81Op3DM5jvL.jpg
105,RY-ASMO-6N4F,B0H8493HNR,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,5ce519f944e6e2f74331560b14c9e6753712079d4e763698c9b1c8cb50bbb56c,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/105-RY-ASMO-6N4F-B0H8493HNR-5ce519f944e6.jpg,https://m.media-amazon.com/images/I/819xHF0I0nL.jpg
106,RY-ASO3-24Q2,B0H84XMG42,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,VISIBLE_UNIT_COUNT_NOT_RECONCILED,d596dece64ba6e143531819ad38cefd532f38b67fd7cf5c1f74f446af0cbe9d6,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/106-RY-ASO3-24Q2-B0H84XMG42-d596dece64ba.jpg,https://m.media-amazon.com/images/I/81Zck64uUEL.jpg
107,RZ-AS26-WLRM,B0H85PJ516,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,d30551fb1c2e5738c2bf526fd59c7f37695f82e113724bc9bbd7199bb2e6f8e9,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/107-RZ-AS26-WLRM-B0H85PJ516-d30551fb1c2e.jpg,https://m.media-amazon.com/images/I/81kXf3o9VBL.jpg
108,SA-ASCK-J2B2,B0H82XP1MM,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,568c9dbeabd4c66145254de843cf713c662fb701728e1ff5814266503e2cb4fc,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/108-SA-ASCK-J2B2-B0H82XP1MM-568c9dbeabd4.jpg,https://m.media-amazon.com/images/I/81bjPtyCMQL.jpg
109,SA-ASDW-SNEW,B0H82SMZ2M,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,1ec89af13f2ee2155f5728ced342993d5329774d003d500b7ff213ce82a9a764,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/109-SA-ASDW-SNEW-B0H82SMZ2M-1ec89af13f2e.jpg,https://m.media-amazon.com/images/I/81-PDbpDVvL.jpg
110,SC-ASH8-4RQG,B0H856DWVS,CHANGE,FICTIONAL_PACKAGING,Anonymous wrappers without Uncrustables branding are fabricated packaging.,B,REPAIR,MISSING_RECIPE_COMPONENT|FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,922a0ab21a15a4bc319729d422158edacd2407f458159e2eaaa00d1e48c1945b,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/110-SC-ASH8-4RQG-B0H856DWVS-922a0ab21a15.jpg,https://m.media-amazon.com/images/I/81znfkj+A9L.jpg
111,SG-AS32-LZ9Y,B0H8564C6D,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,db99dbd1972691b5744c32838803844333f3fb7c975eb99deb76f2fc6c29a129,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/111-SG-AS32-LZ9Y-B0H8564C6D-db99dbd19726.jpg,https://m.media-amazon.com/images/I/81MrU477PDL.jpg
112,SG-ASLB-M2DG,B0H84PFKYC,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,9b04ed4a9c2a11a1110b9aa3ea33a1a6e1884195708309d044dd2c077cd8d6e0,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/112-SG-ASLB-M2DG-B0H84PFKYC-9b04ed4a9c2a.jpg,https://m.media-amazon.com/images/I/81toJw1b70L.jpg
113,SH-ASO0-PW37,B0H83ZH3TB,CHANGE,MISSING_REQUIRED_PRODUCT,Only Bright-Eyed Berry is shown; required Grape is absent.,B,REPAIR,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,0c42babddbb923ddf7829ba429a749d50311b483429eaae0e1ec33df80417b82,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/113-SH-ASO0-PW37-B0H83ZH3TB-0c42babddbb9.jpg,https://m.media-amazon.com/images/I/81Qs1uvIYoL.jpg
114,SS-AS9K-U9TV,B0H831889Q,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,3dc42751657d5a691cebbbebcb4738a65998d7eccba49613158bc8d1c731453e,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/114-SS-AS9K-U9TV-B0H831889Q-3dc42751657d.jpg,https://m.media-amazon.com/images/I/81siHI10f5L.jpg
115,SU-ASS4-RV6R,B0H853HGHC,CHANGE,MISSING_REQUIRED_PRODUCT,Only Up & Apple is shown; required Whole Wheat Grape is absent.,C,REPAIR,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|FICTIONAL_OR_ALTERED_PACKAGE_ART,4b496dc05906b11d852353bac3deb9dddbeb937c7be52c3e3d50a4f67ee172ec,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/115-SU-ASS4-RV6R-B0H853HGHC-4b496dc05906.jpg,https://m.media-amazon.com/images/I/81-d9skUPkL.jpg
116,SV-AS87-D6SV,B0H83ZGN22,CHANGE,FICTIONAL_OR_AMBIGUOUS_PACKAGING,"The red strawberry packs have no Smucker's/Uncrustables branding, and classic versus 12g Protein products cannot be distinguished.",C,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT|GENERIC_OR_UNBRANDED_PACKAGE,d0cf5a806b640e59a8260698c24cdf633072446fef824a7bd0b84989ab82fea8,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/116-SV-AS87-D6SV-B0H83ZGN22-d0cf5a806b64.jpg,https://m.media-amazon.com/images/I/81GcyMiOlHL.jpg
117,SZ-ASPI-JFAT,B0H776M5B5,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,a6788be1cb2310fc1f49d5a71b270433cef5b973506a38107bd686835d53881e,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/117-SZ-ASPI-JFAT-B0H776M5B5-a6788be1cb23.jpg,https://m.media-amazon.com/images/I/81pRkK40HhL.jpg
118,TH-AS6D-CCES,B0H845HSDZ,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,LOOSE_ICE_VISIBLE,cdd5b1f216a865e4eb26334f8e6f633bd97bbc0940cc7d649d06d0f7d1f6d817,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/118-TH-AS6D-CCES-B0H845HSDZ-cdd5b1f216a8.jpg,https://m.media-amazon.com/images/I/81qvnCetBzL.jpg
119,TL-ASHN-ZRKG,B0H85P9F3R,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,VISIBLE_UNIT_COUNT_NOT_RECONCILED,846005feea2a43108672aa5d4c65f272511d4332c5f7d449ba2ee437633c4e2b,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/119-TL-ASHN-ZRKG-B0H85P9F3R-846005feea2a.jpg,https://m.media-amazon.com/images/I/81KOlezKZ+L.jpg
120,TP-AS91-8PAZ,B0H835T5HN,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,UNPROVEN_VARIANT_SUBSTITUTION|LOOSE_ICE_VISIBLE,ee8780cfa3d3a9f436939107d615026ca2132b392fe98bd3af1148b175101eaa,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/120-TP-AS91-8PAZ-B0H835T5HN-ee8780cfa3d3.jpg,https://m.media-amazon.com/images/I/81l2do3KQDL.jpg
121,TQ-ASBR-96TC,B0H82BCZ44,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,LOOSE_ICE_VISIBLE,8810e48b121e29ea5aaaf342203da4acab9f1e0a523fe24efec9a3b08c48b8b1,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/121-TQ-ASBR-96TC-B0H82BCZ44-8810e48b121e.jpg,https://m.media-amazon.com/images/I/810svfRw5HL.jpg
122,TQ-ASC4-P2NP,B0H839G6RQ,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,b9cf0cdf21c87806e74f3411b0dac9f2d138cb12ab1309f1849d0343e480a362,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/122-TQ-ASC4-P2NP-B0H839G6RQ-b9cf0cdf21c8.jpg,https://m.media-amazon.com/images/I/816VJD9RbeL.jpg
